search_term,status,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,match_type,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,is_brand_term,expected_ad_group,actual_ad_group,issue_type,priority,recommendation
b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,131,12,564.44,1.0,1.0,9.16,47.04,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce company,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce company] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,32,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,12,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce software] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce software solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce software solutions] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce store,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce store] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce system] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,10,1,78.5,0.0,0.0,10.0,78.5,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce world] as negative to [NB - General B2B] to route to [B2B EComm]
b2b electronic marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,13,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b electronic marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b en ligne,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b en ligne] as negative to [NB - General B2B] to route to [B2B EComm]
b2b eshop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b eshop] as negative to [NB - General B2B] to route to [B2B EComm]
b2b exchange platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b exchange platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b in ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b in ecommerce] as negative to [NB - General B2B] to route to [B2B EComm]
b2b it platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,1,38.09,0.0,0.0,100.0,38.09,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b it platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b market platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b market platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketing place,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketing place] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketing platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketing platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,161,11,439.03,0.0,0.0,6.83,39.91,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace software] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,78,9,440.14,0.0,0.0,11.54,48.9,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplaces] as negative to [NB - General B2B] to route to [B2B EComm]
b2b networking platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b networking platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,21,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online marketplaces] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online ordering platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online selling,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online selling] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online services] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online shopping,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online shopping] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online store,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online store] as negative to [NB - General B2B] to route to [B2B EComm]
b2b onlineshop software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,10,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b onlineshop software] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ordering platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,116,11,493.66,0.0,0.0,9.48,44.88,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b platform services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b platform services] as negative to [NB - General B2B] to route to [B2B EComm]
b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,90,4,395.79,0.0,0.0,4.44,98.95,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b plattform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b plattform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b procurement marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b procurement marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b purchasing platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b purchasing platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b sales platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,17,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b sales platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b seller platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b seller platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b selling platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b selling platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b service marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b service marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b service platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b service platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b services marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,11,1,39.39,0.0,0.0,9.09,39.39,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b services marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b side,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b side] as negative to [NB - General B2B] to route to [B2B EComm]
b2b system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b system] as negative to [NB - General B2B] to route to [B2B EComm]
b2b systems,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,11,2,42.26,0.0,0.0,18.18,21.13,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b systems] as negative to [NB - General B2B] to route to [B2B EComm]
b2b trade marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b trade marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b trade platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b trade platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b trading platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,3,1,42.05,0.0,0.0,33.33,42.05,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b trading platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b webshop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b webshop] as negative to [NB - General B2B] to route to [B2B EComm]
b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,32,1,31.61,0.0,0.0,3.12,31.61,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b wholesale ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b wholesale ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b wholesale marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,8,1,16.8,0.0,0.0,12.5,16.8,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b wholesale marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b wholesale marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,7,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b wholesale marketplaces] as negative to [NB - General B2B] to route to [B2B EComm]
b2b wholesale platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b wholesale platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b wholesale platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b wholesale platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b wholesale websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b wholesale websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b маркетплейсы,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b маркетплейсы] as negative to [NB - General B2B] to route to [B2B EComm]
b2b платформа,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b платформа] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,8,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,10,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
best ecommerce for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best ecommerce for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
best ecommerce platform for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best ecommerce platform for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
best online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best online b2b marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
e commerce b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [e commerce b2b] as negative to [NB - General B2B] to route to [B2B EComm]
e commerce business to business b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [e commerce business to business b2b] as negative to [NB - General B2B] to route to [B2B EComm]
e commerce for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [e commerce for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
ecommerce b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,13,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [ecommerce b2b] as negative to [NB - General B2B] to route to [B2B EComm]
ecommerce for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [ecommerce for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
marketplace b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,8,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [marketplace b2b] as negative to [NB - General B2B] to route to [B2B EComm]
marketplaces b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [marketplaces b2b] as negative to [NB - General B2B] to route to [B2B EComm]
online b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [online b2b] as negative to [NB - General B2B] to route to [B2B EComm]
online b2b market,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [online b2b market] as negative to [NB - General B2B] to route to [B2B EComm]
online b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [online b2b marketplaces] as negative to [NB - General B2B] to route to [B2B EComm]
online b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [online b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
online marketplace b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [online marketplace b2b] as negative to [NB - General B2B] to route to [B2B EComm]
plataforma b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,6,2,146.25,0.0,0.0,33.33,73.12,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [plataforma b2b] as negative to [NB - General B2B] to route to [B2B EComm]
plataformas b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [plataformas b2b] as negative to [NB - General B2B] to route to [B2B EComm]
plateformes b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [plateformes b2b] as negative to [NB - General B2B] to route to [B2B EComm]
platforms for b2b marketing,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [platforms for b2b marketing] as negative to [NB - General B2B] to route to [B2B EComm]
webshop b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [webshop b2b] as negative to [NB - General B2B] to route to [B2B EComm]
what are b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [what are b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
what is a b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [what is a b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
what is a b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,18,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [what is a b2b platform] as negative to [NB - General B2B] to route to [B2B EComm]
what is b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [what is b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
what is b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b commerce platform,EXACT,14,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [what is b2b platform] as negative to [NB - General B2B] to route to [B2B EComm]
