search_term,status,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,match_type,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,is_brand_term
b2b ecommerce company,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,1,9.72,0.0,0.0,100.0,9.72,False
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce sales,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce services,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,4,1,78.55,0.0,0.0,25.0,78.55,False
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,28,0,0.0,0.0,0.0,0.0,0,False
b2b online business,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b online services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b shopping,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
business to business e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
business to business ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
business to business ecommerce includes,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
comprehensive 2b e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
e b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
ecommerce and b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
ecommerce b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
enterprise b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b business portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b marketplace websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b provider portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,13,0,0.0,0.0,0.0,0.0,0,False
b2b sales portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b vendor portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
portail b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b buyer portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b buyer portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b en ligne,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,19,0,0.0,0.0,0.0,0.0,0,False
b2b online marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,67,1,46.67,0.0,0.0,1.49,46.67,False
b2b web platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
btb portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
business to business websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
web b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distribution e commerce,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
distribution ecommerce,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,7,1,57.54,0.0,0.0,14.29,57.54,False
distribution int e commerce,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
distribution online store,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
e commerce distribution,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,8,0,0.0,0.0,0.0,0.0,0,False
e commerce distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
ecommerce distribution,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,4,1,14.12,0.0,0.0,25.0,14.12,False
ecommerce distribution center,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
ecommerce distribution services,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,1,104.01,0.0,0.0,100.0,104.01,False
ecommerce distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,8,1,13.58,0.0,0.0,12.5,13.58,False
ecommerce platform for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
ecommerce software for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
ecommerce usage distribution,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
online distribution platforms,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
online distribution services,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
online sales and distribution system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
plateforme de distribution,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
sales and distribution platforms,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution ecommerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distribution inventory management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,6,0,0.0,0.0,0.0,0.0,0,False
distribution inventory management software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
distribution inventory management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distribution inventory software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
distributor inventory management software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distributor inventory software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
inventory and distribution management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
inventory distribution management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
inventory management for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
inventory management software for distribution,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distributed order management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,46,0,0.0,0.0,0.0,0.0,0,False
distributed order management dom,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,5,0,0.0,0.0,0.0,0.0,0,False
distributed order management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
distributed order management systems,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,2,1,177.89,0.0,0.0,50.0,177.89,False
distribution data management systems,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distribution management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,25,1,74.3,0.0,0.0,4.0,74.3,False
distribution management systems,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
distribution order management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distributor management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,7,0,0.0,0.0,0.0,0.0,0,False
distributor order management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
dms distribution management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
dom ecommerce,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
oms dom,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
order and delivery management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
order delivery management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
what is distributed order management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
distribution ecommerce,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
distributor platform,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
e commerce distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
e commerce for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
e commerce wholesale distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
ecommerce distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
ecommerce for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
ecommerce wholesale distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
online store distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
wholesale selling platforms,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor commerce platform,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b distributors ecommerce,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor b2b portal,EXACT,1,1,21.36,0.0,0.0,100.0,21.36,False
b2b ecommerce for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor b2b portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
b2b sales portal,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor b2b portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
digital distribution platform,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
digital distribution platforms,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distribution company software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
distribution management software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,10,1,51.18,0.0,0.0,10.0,51.18,False
distribution management system software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,5,0,0.0,0.0,0.0,0.0,0,False
distribution platform,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,9,0,0.0,0.0,0.0,0.0,0,False
distribution platforms,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,13,0,0.0,0.0,0.0,0.0,0,False
distribution software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,30,2,155.86,0.0,0.0,6.67,77.93,False
distribution software solutions,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
distribution system software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distributor management software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distributor platform,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
distributor software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,10,1,75.64,0.0,0.0,10.0,75.64,False
media distribution software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
online distribution platforms,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
online software distribution,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
product distribution software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
software distribution platform,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
software distribution platforms,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,5,0,0.0,0.0,0.0,0.0,0,False
software for distribution business,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
software for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,19,2,97.14,0.0,0.0,10.53,48.57,False
supplier portal software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,7,0,0.0,0.0,0.0,0.0,0,False
vendor portal software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution portal software,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
supplier catalog management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor catalog management,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
